90 231 5 2 3.60 0.28 5.40 1.20 6.40 0.67 2.40 1.00 5.00 1.00
90 232 5 2 3.60 0.28 5.40 1.20 6.40 0.67 2.40 1.00 5.00 1.00
90 233 5 2 5.90 0.64 6.32 1.40 6.34 1.40 2.62 1.00 5.70 1.00
90 235 3 1 6.00 0.70 6.00 0.50 1.40 1.00
90 236 3 1 6.00 0.70 6.00 0.50 1.40 1.00
91 231 3 1 6.00 0.70 6.00 0.50 1.40 1.00
91 232 5 2 3.60 0.28 5.40 1.20 6.40 0.67 2.40 1.00 5.00 1.00
92 233 5 2 3.60 0.28 5.40 1.20 6.40 0.67 2.40 1.00 5.00 1.00
92 233 3 1 5.60 0.75 5.60 0.52 1.40 1.00
92 234 3 1 5.60 0.75 5.60 0.52 1.40 1.00
92 234 2 0 5.50 1.04 4.80 0.60
92 235 3 1 5.60 0.75 5.60 0.52 1.40 1.00
92 235 2 0 5.70 1.04 4.70 0.60
92 236 3 1 5.63 1.04 5.53 0.60 2.27 1.00
92 236 2 0 5.70 1.04 4.90 0.60
92 238 3 1 6.00 0.80 6.00 0.50 1.40 1.00
92 238 3 1 5.90 1.04 5.60 0.60 2.06 1.00
92 239 3 1 6.38 0.75 5.81 0.52 1.40 1.00
93 237 3 1 5.70 0.80 5.40 0.52 2.40 1.00
93 238 3 1 6.26 0.80 6.00 0.47 2.50 1.00
94 235 3 1 5.80 0.80 5.10 0.52 2.10 1.00
94 237 3 1 5.90 0.80 5.20 0.52 2.10 1.00
94 238 3 1 5.60 1.04 5.00 0.60 2.03 1.00
94 239 3 1 6.00 0.80 5.65 0.52 2.20 1.00
94 240 3 1 5.57 1.04 5.07 0.60 1.90 1.00
94 241 3 1 6.10 0.80 5.25 0.52 1.70 1.00
94 242 3 1 5.50 1.04 5.10 0.60 1.95 1.00
94 243 3 1 5.70 0.80 5.00 0.52 1.95 1.00
94 245 3 1 5.40 0.80 5.00 0.52 1.93 1.00
95 238 3 1 6.35 0.80 5.19 0.49 2.15 1.00
95 239 3 1 6.40 0.80 5.22 0.52 2.10 1.00
95 240 3 1 6.35 0.80 5.19 0.49 2.15 1.00
95 240 3 1 6.50 0.65 5.70 0.45 2.30 1.00
95 241 3 1 6.35 0.80 5.19 0.49 2.15 1.00
95 241 3 1 6.00 0.80 5.05 0.52 1.70 1.00
95 242 3 1 6.31 0.60 5.38 0.39 2.12 1.00
95 242 3 1 6.78 0.65 5.78 0.45 2.20 1.00
95 243 3 1 6.21 1.00 5.05 0.47 1.80 1.00
95 243 3 1 5.80 0.80 5.20 0.52 1.80 1.00
95 244 3 1 6.50 0.65 5.70 0.45 2.30 1.00
95 244 3 1 6.55 0.70 6.18 0.47 2.50 1.00
95 245 3 1 5.90 0.80 5.33 0.52 2.10 1.00
95 245 3 1 6.21 1.00 5.05 0.47 1.80 1.00
96 241 3 1 6.60 0.80 4.52 0.52 1.60 1.00
96 242 3 1 5.70 1.04 4.00 0.60 1.27 1.00
96 243 3 1 6.70 0.80 4.40 0.52 1.60 1.00
96 244 3 1 5.60 1.04 4.20 0.60 1.67 1.00
96 245 3 1 6.00 0.80 4.80 0.52 1.90 1.00





